Hours_Studied,Attendance,Previous_Scores,Tutoring_Sessions,Sleep_Hours,Motivation_Level,Teacher_Quality,School_Type,Internet_Access,Family_Income,Parental_Involvement,Parental_Education_Level,Distance_from_Home,Physical_Activity,Peer_Influence,Access_to_Resources,Extracurricular_Activities,Health,Study_Environment,Exam_Score,Score_Range,Parent_Edu_mapped,Motivation_mapped
High,37,8,4,4,1,0,0,0,2,1,0,7,1,0,0,1,2,2,24,1,School,Medium
High,22,47,4,1,0,2,1,0,0,0,1,3,1,2,0,0,1,1,39,1,College,Low
High,20,48,1,3,1,2,0,0,2,0,2,14,4,1,1,0,4,2,42,2,Higher,Medium
High,56,52,3,4,0,0,0,1,1,2,1,1,2,1,2,0,2,1,55,3,College,Low
Low,0,55,1,2,2,0,0,1,1,1,1,23,3,0,2,1,4,1,22,1,College,High
High,20,39,2,4,2,1,1,0,2,2,2,4,6,0,0,0,0,0,43,2,Higher,High
High,26,23,1,3,1,2,0,1,1,2,2,4,0,0,1,1,1,1,35,1,Higher,Medium
Medium,41,32,3,0,1,0,1,1,0,0,2,23,2,1,0,0,4,1,33,1,Higher,Medium
Low,58,22,2,5,2,1,0,1,0,2,0,3,3,2,1,1,0,0,35,1,School,High
Low,5,53,2,5,2,0,1,0,2,2,0,19,2,2,0,0,4,0,23,1,School,High
High,54,52,0,6,2,1,1,1,2,2,0,8,3,1,0,0,1,1,55,3,School,High
Low,43,48,4,5,2,0,0,1,1,1,0,14,3,2,2,1,3,0,36,1,School,High
Low,35,48,2,0,1,1,0,1,1,1,1,2,2,1,1,0,4,2,40,1,College,Medium
Medium,27,59,2,3,0,1,1,1,2,2,1,4,1,2,1,0,4,1,47,2,College,Low
High,44,64,3,6,2,0,1,1,1,0,0,1,3,2,1,0,0,2,55,3,School,High
High,16,31,2,1,2,2,0,0,2,0,2,23,4,0,2,0,1,1,25,1,Higher,High
Low,58,20,3,4,0,0,0,0,2,2,2,12,2,1,2,1,4,0,36,1,Higher,Low
Low,39,17,4,3,1,0,0,1,0,1,1,28,5,1,0,1,2,0,14,0,College,Medium
Low,57,59,0,0,0,2,0,0,1,0,0,27,1,0,1,1,1,0,45,2,School,Low
High,51,12,0,6,1,2,0,1,2,0,1,6,0,0,1,1,0,1,44,2,College,Medium
Low,2,23,4,2,1,0,0,0,0,1,1,28,6,1,0,1,0,2,4,0,College,Medium
Medium,11,29,4,5,1,2,0,0,2,1,0,21,3,1,0,1,0,1,28,1,School,Medium
Low,38,1,1,5,1,2,1,0,1,0,1,7,5,0,0,0,1,2,11,0,College,Medium
Medium,11,24,2,3,1,0,1,0,0,2,2,25,3,1,0,0,1,0,18,0,Higher,Medium
Low,1,49,2,5,2,0,0,0,1,0,2,29,5,0,1,1,4,2,22,1,Higher,High
Low,55,13,2,5,1,0,0,0,0,1,0,20,4,1,0,0,0,1,27,1,School,Medium
Low,45,5,3,3,2,0,0,0,1,1,1,10,1,0,1,0,0,1,13,0,College,High
Low,21,29,1,3,1,1,1,1,2,1,2,11,3,1,1,0,1,0,20,0,Higher,Medium
Medium,22,29,2,6,2,1,1,1,2,1,0,18,6,1,1,1,1,1,28,1,School,High
Medium,29,37,3,0,0,2,0,1,2,2,0,18,5,2,0,1,2,2,30,1,School,Low
Low,4,57,3,0,0,1,0,1,1,0,0,27,1,1,0,0,0,2,24,1,School,Low
Medium,8,40,0,5,2,1,1,1,0,1,1,29,6,0,0,1,1,0,24,1,College,High
Medium,20,56,3,6,1,1,1,0,1,1,0,16,3,2,0,0,1,0,42,2,School,Medium
Low,10,35,4,3,2,2,1,0,2,1,1,20,5,0,2,0,4,2,20,0,College,High
Medium,4,63,3,3,2,1,0,0,1,0,0,22,0,0,0,1,0,2,43,2,School,High
High,34,15,4,5,1,0,0,1,0,1,0,5,5,0,2,0,2,1,30,1,School,Medium
High,26,13,4,1,0,0,1,0,2,0,2,18,4,0,0,1,1,2,25,1,Higher,Low
High,48,30,0,2,2,2,0,0,1,2,1,17,0,1,2,1,4,1,36,1,College,High
High,1,65,0,4,0,2,0,1,2,1,2,18,6,0,0,0,4,1,39,1,Higher,Low
High,23,67,3,4,0,2,0,1,1,2,2,24,0,2,0,0,3,1,48,2,Higher,Low
Low,30,64,0,5,0,1,1,0,1,0,0,21,5,2,1,1,0,1,40,1,School,Low
Low,32,54,0,6,2,2,1,0,2,2,2,2,2,0,2,1,4,0,36,1,Higher,High
Medium,38,39,2,4,2,2,1,0,0,1,1,8,0,1,0,0,2,1,37,1,College,High
Medium,29,24,3,0,1,2,0,0,2,2,2,28,4,2,2,1,0,1,22,1,Higher,Medium
Low,45,24,3,6,1,0,0,1,0,2,1,28,4,1,1,0,2,1,26,1,College,Medium
Low,36,2,3,6,2,2,1,1,2,2,1,6,5,2,2,0,4,1,14,0,College,High
High,50,68,0,0,1,0,0,1,2,2,1,24,3,0,0,1,0,2,55,3,College,Medium
Medium,27,25,0,1,0,0,1,0,2,2,0,22,5,2,1,0,4,2,22,1,School,Low
Medium,59,39,4,5,0,2,0,0,1,0,1,6,0,0,0,1,4,2,52,3,College,Low
High,30,37,1,0,2,2,0,1,1,0,0,19,6,1,1,0,4,1,39,1,School,High
Low,10,37,1,5,0,1,0,0,0,1,2,0,1,2,1,0,1,0,23,1,Higher,Low
High,22,67,1,5,2,2,0,0,2,0,2,0,2,2,2,0,1,0,53,3,Higher,High
Medium,56,6,2,6,2,2,0,1,1,0,0,0,5,0,0,0,2,1,32,1,School,High
High,1,29,0,3,2,0,1,1,1,1,2,10,2,1,0,0,1,0,17,0,Higher,High
Low,39,18,4,2,0,2,1,0,2,0,2,27,2,0,1,1,2,2,22,1,Higher,Low
Low,40,34,4,2,2,2,0,1,2,1,2,14,4,0,0,0,1,2,27,1,Higher,High
High,26,32,1,5,2,2,1,0,2,1,0,23,4,1,1,0,4,0,38,1,School,High
Medium,34,32,2,2,1,1,0,0,0,0,1,18,3,0,2,1,1,0,30,1,College,Medium
High,1,37,2,2,0,1,0,0,2,2,2,12,0,0,1,1,3,1,33,1,Higher,Low
Medium,38,9,1,4,2,2,0,0,1,1,1,28,4,1,0,0,4,2,25,1,College,High
Low,36,56,1,6,1,0,1,0,1,2,2,22,2,2,1,1,3,0,36,1,Higher,Medium
High,20,27,0,4,2,0,0,0,2,1,0,15,4,1,0,0,4,0,25,1,School,High
Medium,57,37,2,3,0,0,0,1,0,0,0,17,5,1,2,1,1,1,43,2,School,Low
Low,4,15,4,1,1,0,1,1,0,2,1,9,0,1,2,1,0,2,0,0,College,Medium
Low,51,20,1,6,1,2,0,0,1,1,0,7,4,0,1,0,2,0,26,1,School,Medium
Low,44,5,0,0,2,0,1,0,0,0,1,21,5,1,2,1,4,1,17,0,College,High
High,20,40,4,0,2,2,1,0,2,2,2,8,0,0,2,1,0,1,29,1,Higher,High
High,28,14,2,4,0,1,1,1,0,0,0,19,3,1,1,0,0,0,31,1,School,Low
Low,19,2,1,5,0,0,1,0,0,0,1,18,4,1,0,1,1,1,9,0,College,Low
High,37,42,1,2,2,0,1,1,1,2,1,7,0,0,1,1,4,2,39,1,College,High
Medium,19,46,0,3,1,0,1,1,1,1,2,14,5,0,1,1,0,2,32,1,Higher,Medium
High,49,13,0,1,0,2,1,0,1,1,2,4,5,2,0,1,2,0,32,1,Higher,Low
Medium,24,65,2,4,0,2,0,1,0,0,0,13,0,2,2,0,3,2,52,3,School,Low
Low,1,28,1,5,1,1,0,1,1,1,1,12,5,0,1,1,1,2,16,0,College,Medium
Low,56,3,0,3,2,1,0,1,1,2,2,0,6,2,1,0,1,2,15,0,Higher,High
Low,31,25,1,5,0,2,0,0,0,2,0,10,1,0,0,1,1,0,29,1,School,Low
Medium,25,11,2,3,1,1,0,1,0,0,1,11,3,2,1,1,2,2,17,0,College,Medium
High,5,1,1,4,0,0,0,0,0,0,2,5,4,2,0,0,1,1,18,0,Higher,Low
Medium,40,16,4,3,1,0,0,1,2,2,0,11,1,0,1,0,2,2,21,1,School,Medium
High,56,34,1,6,0,0,0,1,2,2,0,2,4,1,1,1,0,2,50,2,School,Low
Medium,2,9,3,2,2,1,1,1,0,0,2,7,2,0,0,0,4,2,12,0,Higher,High
High,32,42,3,3,1,0,0,1,1,0,2,29,2,2,0,1,0,0,35,1,Higher,Medium
Low,0,20,2,1,0,0,0,1,0,2,0,22,0,2,1,0,4,0,3,0,School,Low
Low,50,14,2,3,0,2,1,0,2,0,1,1,1,0,0,0,1,1,25,1,College,Low
Medium,4,34,2,6,1,2,1,0,1,1,2,5,6,2,1,1,0,2,25,1,Higher,Medium
High,12,59,4,0,1,1,1,1,2,2,0,2,0,0,0,1,2,2,33,1,School,Medium
Low,18,43,4,6,2,2,0,1,2,2,2,6,0,2,2,0,1,2,29,1,Higher,High
Medium,11,4,1,3,1,0,1,1,2,0,1,14,6,2,2,1,0,2,9,0,College,Medium
Medium,47,17,0,5,0,1,1,1,2,0,1,17,0,1,2,0,0,1,33,1,College,Low
Low,24,20,3,4,2,2,1,0,1,2,2,11,2,0,2,1,2,1,15,0,Higher,High
Medium,56,50,3,0,1,2,1,0,0,0,1,15,6,1,1,0,2,2,46,2,College,Medium
Low,50,40,3,4,0,1,0,1,1,1,0,14,5,1,1,0,0,2,45,2,School,Low
Medium,34,23,1,5,1,1,1,0,0,0,1,0,0,2,2,0,2,1,33,1,College,Medium
Low,11,23,1,1,0,1,0,1,0,2,0,26,6,0,2,0,3,2,13,0,School,Low
Low,29,37,2,2,0,0,1,1,1,0,1,11,6,2,2,0,3,2,27,1,College,Low
Low,4,43,0,1,2,0,1,0,0,2,0,20,5,0,0,0,2,2,15,0,School,High
Medium,33,56,2,0,2,2,1,0,1,1,2,23,6,1,1,0,0,0,37,1,Higher,High
Low,21,58,1,5,1,0,0,1,1,2,0,20,5,2,2,0,2,2,33,1,School,Medium
High,38,33,4,5,2,0,1,1,0,1,0,13,6,2,2,1,2,0,37,1,School,High
Medium,12,22,2,2,1,1,0,1,0,1,1,16,0,1,1,0,4,2,20,0,College,Medium
High,56,42,1,3,2,0,1,0,2,1,0,25,0,1,2,1,3,2,49,2,School,High
Low,46,39,1,0,2,2,0,1,0,1,0,15,0,0,2,1,1,0,30,1,School,High
Medium,53,46,4,2,1,0,0,0,0,1,1,7,1,2,1,1,1,0,40,1,College,Medium
High,2,40,4,6,2,0,1,1,0,0,0,21,4,1,1,1,1,0,33,1,School,High
Medium,59,46,4,6,2,0,1,0,1,1,0,0,1,0,0,0,2,0,49,2,School,High
High,52,19,0,4,2,2,1,0,2,0,2,12,3,0,1,0,1,1,36,1,Higher,High
High,19,64,1,2,2,2,0,0,2,0,1,2,5,1,2,1,4,0,43,2,College,High
Medium,30,67,4,4,1,1,1,1,1,0,0,24,1,2,1,1,2,1,44,2,School,Medium
Low,4,23,0,6,0,0,0,1,0,2,1,11,6,1,1,0,0,2,8,0,College,Low
High,23,35,3,6,1,1,0,1,0,2,1,6,5,1,2,1,0,2,39,1,College,Medium
Low,39,44,3,4,1,1,0,0,1,1,2,7,6,0,1,0,2,1,36,1,Higher,Medium
Low,53,1,3,5,1,2,0,0,2,0,2,17,5,0,0,0,3,2,17,0,Higher,Medium
Medium,32,27,1,2,2,0,0,0,1,2,2,18,5,0,1,1,3,2,26,1,Higher,High
Low,7,25,0,5,2,0,0,0,1,0,0,9,3,1,1,1,0,1,16,0,School,High
High,23,22,0,6,0,1,0,0,0,2,1,15,2,0,2,0,1,2,29,1,College,Low
Medium,49,35,3,5,2,2,1,0,1,0,2,23,6,1,0,0,4,0,42,2,Higher,High
Medium,19,5,2,1,0,2,1,0,1,2,0,21,4,1,0,0,2,0,12,0,School,Low
Low,59,34,3,1,0,2,0,1,1,1,2,21,0,0,1,0,4,0,37,1,Higher,Low
High,15,37,1,5,2,0,1,0,0,1,2,28,3,1,0,0,4,1,31,1,Higher,High
High,49,34,3,5,0,1,1,0,0,1,1,29,2,0,2,0,4,2,42,2,College,Low
Low,51,52,3,4,1,0,0,0,2,0,0,9,4,1,1,1,2,0,32,1,School,Medium
High,11,37,0,5,1,2,1,0,2,1,1,8,6,1,0,0,1,1,31,1,College,Medium
Medium,12,58,3,0,1,0,0,0,2,1,2,0,3,0,2,0,2,1,29,1,Higher,Medium
Low,44,42,4,2,0,2,0,1,0,2,1,21,2,1,2,0,0,0,31,1,College,Low
Medium,41,3,4,0,0,0,1,0,2,2,0,23,0,1,2,1,1,2,18,0,School,Low
Medium,38,4,2,1,1,0,0,0,1,2,2,4,2,0,1,0,0,2,13,0,Higher,Medium
Low,24,67,1,0,2,1,0,0,2,1,2,15,2,2,2,1,4,1,36,1,Higher,High
High,45,44,1,3,1,1,1,1,1,2,2,13,0,0,2,0,1,1,45,2,Higher,Medium
Medium,31,24,0,3,2,2,1,0,2,2,2,26,5,2,1,1,4,1,31,1,Higher,High
Low,23,10,1,1,2,1,0,0,0,1,0,10,5,1,1,1,0,0,8,0,School,High
Medium,47,28,2,0,0,0,1,1,1,2,1,23,3,2,2,1,2,2,30,1,College,Low
Medium,46,33,4,2,0,0,0,0,1,0,0,17,2,0,1,0,1,0,37,1,School,Low
Low,43,13,0,1,2,2,1,0,0,2,0,21,0,1,0,0,4,2,22,1,School,High
Low,8,23,4,3,2,0,1,1,1,0,0,13,3,2,1,1,3,1,12,0,School,High
Low,39,58,2,1,2,0,1,1,2,2,2,5,0,0,2,1,4,2,42,2,Higher,High
Low,49,38,0,0,0,1,0,1,0,2,2,22,1,2,1,1,0,0,34,1,Higher,Low
Medium,22,25,3,0,1,1,1,0,1,0,1,3,6,0,1,0,0,1,27,1,College,Medium
Low,49,42,1,0,2,2,0,0,0,1,2,12,3,1,2,1,2,2,28,1,Higher,High
Low,12,35,2,4,0,1,0,0,1,0,0,21,1,0,2,1,1,0,23,1,School,Low
High,59,38,0,0,1,0,0,0,1,1,0,24,5,2,1,0,3,1,44,2,School,Medium
Medium,58,60,4,5,0,1,1,0,0,2,1,22,6,1,0,0,0,2,55,3,College,Low
Low,31,15,0,3,1,2,1,1,1,1,1,14,2,1,0,0,1,2,14,0,College,Medium
High,49,58,3,6,0,0,0,0,2,1,2,21,6,0,2,0,3,0,55,3,Higher,Low
High,14,5,2,3,1,0,0,1,2,0,2,11,6,1,0,0,2,1,14,0,Higher,Medium
High,35,55,0,4,2,0,1,0,1,1,2,23,2,2,1,1,1,2,47,2,Higher,High
Low,48,7,2,3,0,1,1,1,1,1,2,11,2,1,2,1,4,1,20,0,Higher,Low
High,4,26,2,3,1,0,1,1,2,0,0,24,3,0,1,1,3,1,21,1,School,Medium
Low,21,26,4,1,1,0,1,0,1,1,2,3,6,0,0,1,4,0,15,0,Higher,Medium
Low,15,45,1,6,1,1,0,1,1,1,1,1,4,1,0,1,4,1,31,1,College,Medium
Medium,40,40,3,6,2,0,0,0,0,0,0,20,3,2,0,0,3,1,39,1,School,High
High,9,24,0,0,0,1,1,0,0,0,0,14,3,1,2,0,4,2,34,1,School,Low
Low,23,17,1,5,1,0,0,1,2,0,0,5,4,1,0,1,3,0,17,0,School,Medium
Low,17,11,4,5,2,0,1,1,2,1,2,14,3,0,2,1,4,1,10,0,Higher,High
Medium,48,50,1,1,2,1,1,0,0,2,0,0,5,1,2,0,2,0,50,2,School,High
Medium,17,38,2,5,2,1,1,0,0,0,0,10,1,2,2,1,2,1,27,1,School,High
Low,6,9,2,1,2,0,1,0,2,0,2,23,4,2,2,1,1,2,1,0,Higher,High
Medium,3,53,3,6,2,2,0,0,2,1,0,23,4,2,2,1,4,2,31,1,School,High
High,25,28,0,6,2,1,0,1,2,2,0,29,6,2,2,0,2,0,40,1,School,High
Medium,4,40,0,6,2,2,0,0,0,2,2,21,1,2,0,0,2,0,28,1,Higher,High
Medium,59,8,4,5,0,2,1,1,0,1,1,29,4,1,2,1,2,1,35,1,College,Low
Low,54,62,3,3,0,0,0,0,1,0,0,11,6,2,1,0,0,1,53,3,School,Low
High,15,36,0,6,2,0,1,0,2,1,0,3,4,2,1,0,4,2,33,1,School,High
Low,34,13,2,2,1,2,0,0,1,2,0,28,1,1,1,1,1,2,10,0,School,Medium
High,25,38,3,0,1,0,1,1,2,0,2,16,0,1,0,0,2,2,35,1,Higher,Medium
Medium,17,39,1,2,1,2,0,1,0,2,0,27,0,2,2,1,3,2,24,1,School,Medium
Low,28,53,3,3,2,2,1,1,2,2,0,19,5,2,0,1,0,1,30,1,School,High
Low,22,2,3,4,1,0,0,0,2,2,2,27,0,0,0,0,4,1,8,0,Higher,Medium
High,52,54,0,1,0,0,0,0,0,2,0,10,1,2,2,1,1,1,51,3,School,Low
High,13,32,4,5,0,1,0,1,0,0,0,10,2,2,0,1,2,2,33,1,School,Low
Medium,14,18,4,5,0,0,0,0,2,0,2,12,3,0,2,1,3,1,21,1,Higher,Low
Low,48,33,0,3,0,1,0,1,2,0,1,12,6,1,2,0,0,0,39,1,College,Low
Medium,32,49,0,5,2,0,0,1,2,1,2,7,4,1,2,0,3,2,47,2,Higher,High
Low,24,46,0,3,0,0,0,0,2,0,1,10,6,1,1,0,3,1,28,1,College,Low
High,20,45,4,2,1,0,1,1,2,2,2,16,1,2,2,0,0,1,35,1,Higher,Medium
Medium,16,55,0,4,1,0,1,0,0,2,1,12,3,0,2,1,3,2,26,1,College,Medium
Low,22,56,1,1,0,2,1,0,2,0,1,14,1,0,0,0,2,1,36,1,College,Low
Low,56,50,1,5,0,0,0,1,0,0,2,2,4,2,1,1,0,0,38,1,Higher,Low
High,42,53,2,4,0,2,0,0,1,1,0,27,2,2,0,1,4,0,55,3,School,Low
Low,16,27,1,4,1,0,1,1,1,0,1,10,1,2,0,1,0,2,14,0,College,Medium
Low,57,18,3,4,1,0,0,1,2,1,2,21,3,2,1,1,1,1,28,1,Higher,Medium
Low,13,26,2,0,0,0,1,1,1,0,0,7,5,1,0,0,2,0,9,0,School,Low
Low,28,47,1,4,1,0,0,0,0,1,0,9,3,0,0,0,4,1,36,1,School,Medium
Low,19,18,3,6,1,1,1,1,1,0,2,14,4,0,2,1,2,0,12,0,Higher,Medium
High,29,50,1,3,2,1,0,0,1,0,2,22,6,0,1,0,2,0,46,2,Higher,High
High,18,6,3,0,0,0,0,1,0,0,1,18,5,1,1,0,0,0,19,0,College,Low
Low,52,28,0,6,0,1,0,0,2,1,2,14,0,1,1,1,4,2,37,1,Higher,Low
High,38,42,3,0,2,1,0,1,0,2,0,6,4,0,0,0,0,1,42,2,School,High
Medium,55,68,0,4,2,1,0,1,0,1,2,18,5,1,0,0,1,2,55,3,Higher,High
Low,12,57,3,5,1,1,0,0,2,0,0,9,5,1,1,1,1,0,23,1,School,Medium
Low,17,7,3,5,2,2,1,1,0,2,0,26,4,0,0,0,1,2,4,0,School,High
Low,22,41,1,5,0,2,1,1,2,1,2,20,6,2,1,0,0,2,25,1,Higher,Low
Medium,45,41,3,5,0,2,1,0,0,1,0,27,0,0,0,0,0,1,42,2,School,Low
Low,32,12,1,3,0,1,0,0,1,2,0,22,2,2,1,1,1,2,18,0,School,Low
Low,38,25,3,5,1,0,1,1,2,0,1,14,1,1,1,1,0,1,23,1,College,Medium
Low,39,17,4,1,1,2,0,1,2,2,0,6,3,2,0,0,3,0,16,0,School,Medium
High,17,41,2,4,0,1,1,0,1,0,1,23,1,2,1,0,3,2,44,2,College,Low
Medium,8,50,1,0,0,2,1,1,1,2,1,6,1,2,1,1,3,0,30,1,College,Low
High,32,15,1,1,1,2,1,0,2,1,1,20,3,2,2,0,2,0,26,1,College,Medium
Medium,31,2,0,5,1,2,0,0,1,1,1,10,0,1,1,1,4,2,10,0,College,Medium
Low,53,44,4,1,2,1,0,1,0,1,0,9,3,0,1,1,4,0,31,1,School,High
High,16,21,0,0,1,2,1,0,0,0,0,26,6,0,2,0,4,2,23,1,School,Medium
Medium,18,22,4,5,1,0,0,0,0,0,2,11,0,2,1,0,1,1,17,0,Higher,Medium
Low,26,58,4,1,0,2,1,1,1,2,1,12,0,0,1,1,3,0,36,1,College,Low
Low,5,61,3,3,0,2,0,1,1,0,0,11,4,0,2,0,3,1,35,1,School,Low
High,34,67,0,3,0,0,1,1,1,0,1,11,6,0,0,0,0,0,54,3,College,Low
Low,55,53,2,4,2,1,0,1,2,2,1,5,2,0,1,1,2,1,54,3,College,High
Low,36,56,4,4,1,2,1,0,0,0,2,2,5,1,0,1,2,0,34,1,Higher,Medium
Low,33,22,4,6,2,0,0,0,2,2,1,7,4,0,1,1,3,1,19,0,College,High
Medium,19,59,1,1,1,1,0,0,2,0,0,17,2,2,1,0,0,0,33,1,School,Medium
High,24,54,3,0,1,0,1,1,2,0,0,12,0,0,0,1,3,2,40,1,School,Medium
Low,3,62,2,3,0,2,0,0,0,1,0,7,5,1,2,0,1,0,29,1,School,Low
Medium,9,55,4,2,1,0,0,1,0,0,0,4,5,0,2,0,1,0,34,1,School,Medium
Low,9,54,1,4,2,0,0,0,0,2,1,24,4,2,1,0,4,2,28,1,College,High
Low,23,24,0,6,0,2,0,1,1,2,0,28,1,1,2,0,4,1,23,1,School,Low
Medium,20,25,4,3,2,0,0,1,0,1,2,3,3,0,1,0,3,1,14,0,Higher,High
Low,10,48,1,6,2,1,0,0,1,2,1,14,3,2,1,0,4,0,29,1,College,High
Low,26,62,0,5,0,1,0,1,1,1,0,18,3,2,0,1,3,0,39,1,School,Low
High,15,44,3,1,1,2,0,0,1,0,0,3,2,2,0,0,2,2,35,1,School,Medium
High,25,38,0,6,2,2,0,0,0,1,0,10,3,0,2,1,1,2,32,1,School,High
Low,29,64,4,3,1,2,1,0,0,0,1,14,2,1,0,0,0,2,41,2,College,Medium
High,48,68,2,3,0,2,0,0,0,2,2,26,2,0,1,1,0,1,55,3,Higher,Low
Low,15,55,0,1,1,0,0,1,0,1,2,0,6,1,2,0,2,2,27,1,Higher,Medium
High,6,8,2,4,1,0,1,0,2,2,0,27,5,1,0,0,3,0,13,0,School,Medium
High,15,69,2,4,0,0,0,0,0,2,0,12,2,2,2,0,1,2,49,2,School,Low
Medium,34,27,0,2,1,2,0,0,0,2,2,21,1,2,2,0,3,2,31,1,Higher,Medium
Low,57,44,3,2,2,2,0,1,0,2,1,27,5,2,1,0,3,0,34,1,College,High
High,15,25,0,4,2,0,0,0,0,2,0,22,0,0,2,1,2,1,26,1,School,High
Low,39,27,1,4,2,1,1,1,0,1,1,3,1,1,1,0,2,1,30,1,College,High
Medium,11,39,2,6,1,1,0,0,2,2,2,3,0,2,1,0,4,2,36,1,Higher,Medium
High,34,14,4,4,2,2,0,0,2,1,1,3,1,0,2,1,2,2,24,1,College,High
Low,48,5,2,4,1,1,1,0,1,1,0,12,2,1,0,1,4,0,22,1,School,Medium
Medium,20,26,4,3,1,0,1,0,1,1,2,19,0,1,0,1,0,1,29,1,Higher,Medium
Low,49,37,1,2,1,1,1,0,0,2,0,16,5,0,2,0,4,2,32,1,School,Medium
Low,42,67,1,1,1,2,0,1,1,2,2,28,3,1,1,0,4,2,44,2,Higher,Medium
Low,35,63,1,0,0,1,1,1,2,1,1,13,1,0,1,1,0,2,45,2,College,Low
Medium,47,29,0,1,2,0,0,0,0,2,1,9,0,2,2,1,1,0,31,1,College,High
High,16,2,2,5,2,0,1,0,1,1,0,14,3,1,2,0,3,2,21,1,School,High
Low,31,61,4,0,1,1,1,0,1,2,1,15,4,0,0,0,3,0,33,1,College,Medium
Medium,40,11,1,3,0,1,0,1,2,2,1,5,6,2,1,0,2,1,25,1,College,Low
Medium,5,29,1,5,1,2,1,0,0,1,1,19,2,2,1,0,2,0,17,0,College,Medium
Low,23,37,4,2,2,2,0,1,1,2,0,13,1,2,2,0,1,1,20,0,School,High
Low,26,59,2,0,2,2,1,0,2,1,0,14,1,1,1,1,2,0,33,1,School,High
Low,19,37,2,4,0,1,1,0,0,1,0,10,5,2,2,0,3,2,30,1,School,Low
Medium,24,14,4,5,1,0,0,0,2,2,0,2,5,2,1,1,4,2,19,0,School,Medium
Medium,1,17,3,3,0,0,0,1,0,2,1,25,4,2,0,0,4,1,15,0,College,Low
Low,8,51,2,0,1,1,1,0,0,1,1,1,0,0,1,0,2,2,21,1,College,Medium
Medium,27,28,4,4,0,0,0,1,0,1,2,5,1,1,2,0,3,2,33,1,Higher,Low
Low,52,59,4,5,2,0,1,0,2,1,2,24,1,2,2,0,0,2,47,2,Higher,High
Low,37,20,1,3,0,1,0,1,0,0,1,7,6,1,1,0,0,1,25,1,College,Low
Medium,2,16,4,5,2,0,1,1,1,2,2,0,1,2,0,1,4,0,15,0,Higher,High
High,19,17,0,0,2,1,0,0,0,0,0,28,6,0,0,1,3,0,28,1,School,High
Medium,5,56,1,4,1,0,1,1,0,1,0,13,6,2,0,1,4,1,32,1,School,Medium
Medium,38,36,1,2,0,0,1,0,2,0,0,16,1,1,2,1,3,1,37,1,School,Low
Medium,32,59,2,6,0,0,1,0,0,1,2,17,4,2,2,1,0,2,53,3,Higher,Low
Medium,54,37,3,3,0,0,1,0,1,0,0,7,6,1,0,1,2,0,42,2,School,Low
Medium,0,11,2,0,0,0,0,0,1,0,0,17,2,1,1,1,1,1,7,0,School,Low
Medium,36,0,0,4,1,2,0,1,0,2,0,12,1,0,1,0,2,0,21,1,School,Medium
Low,5,57,1,2,1,1,0,0,2,2,1,14,4,2,1,0,3,1,28,1,College,Medium
High,44,2,1,5,1,2,1,1,1,0,1,8,3,1,1,1,4,1,23,1,College,Medium
Medium,33,62,4,4,2,0,1,0,2,1,0,2,6,0,2,1,4,2,46,2,School,High
Medium,46,20,3,6,2,0,1,1,0,2,0,14,1,1,0,0,0,0,26,1,School,High
Medium,14,22,3,2,2,0,0,0,2,0,1,0,0,0,0,1,0,0,17,0,College,High
Medium,44,8,4,0,1,0,0,1,0,1,1,14,4,2,1,0,2,1,18,0,College,Medium
High,25,54,0,4,2,2,0,0,0,2,2,14,0,2,0,1,2,1,49,2,Higher,High
Medium,56,18,3,6,0,1,0,0,2,0,1,11,2,2,2,0,1,1,40,1,College,Low
High,13,61,1,4,2,0,1,0,1,1,0,0,3,2,1,0,3,1,41,2,School,High
High,57,38,0,1,1,2,1,1,0,1,1,9,0,2,0,1,2,2,41,2,College,Medium
Medium,53,26,2,3,1,0,1,0,0,0,0,19,6,2,2,1,2,2,35,1,School,Medium
Medium,6,45,2,4,1,2,1,0,0,1,2,22,1,1,0,0,0,1,27,1,Higher,Medium
Low,45,33,0,6,1,0,0,1,1,0,1,6,4,1,2,1,3,2,29,1,College,Medium
Medium,57,32,1,2,0,0,1,1,1,1,2,13,6,0,0,1,0,0,37,1,Higher,Low
High,30,49,2,3,2,1,0,0,0,0,0,5,3,2,0,0,1,0,49,2,School,High
Low,23,19,1,0,2,1,0,1,1,2,0,14,4,2,2,0,2,1,16,0,School,High
Medium,58,39,4,6,1,1,1,1,2,1,0,8,6,1,0,1,2,2,46,2,School,Medium
Medium,30,57,3,3,2,2,0,0,2,0,0,20,5,0,1,0,2,2,40,1,School,High
Low,28,30,0,1,0,2,0,1,2,0,2,16,6,0,0,1,4,1,23,1,Higher,Low
Medium,41,37,3,0,1,0,1,1,2,1,0,14,3,0,0,0,3,2,30,1,School,Medium
Low,31,44,4,4,2,2,0,1,0,2,1,15,5,2,2,1,0,0,33,1,College,High
Low,16,40,2,6,2,0,1,0,2,0,0,0,0,2,1,1,0,0,23,1,School,High
Low,13,8,1,5,2,1,0,1,1,2,0,3,2,0,0,1,0,0,9,0,School,High
Low,39,8,1,0,2,2,0,0,0,1,2,9,5,2,0,0,1,0,2,0,Higher,High
High,35,62,4,6,1,2,0,0,1,2,2,5,4,2,0,0,4,1,55,3,Higher,Medium
Medium,57,21,0,0,1,1,0,1,2,1,0,23,1,2,0,0,1,2,30,1,School,Medium
